"Plot Title:  10904402"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 10904402, SEN S/N: 10904402, LBL: TEMP)","RH, % (LGR S/N: 10904402, SEN S/N: 10904402, LBL: RH)","Coupler Detached (LGR S/N: 10904402)","Coupler Attached (LGR S/N: 10904402)","Host Connected (LGR S/N: 10904402)","End Of File (LGR S/N: 10904402)"
73,01/28/17 03:04:38 AM,44.856,71.295,,,,
74,01/28/17 03:34:38 AM,44.627,70.936,,,,
75,01/28/17 04:04:38 AM,44.445,71.223,,,,
76,01/28/17 04:34:38 AM,44.400,71.106,,,,
77,01/28/17 05:04:38 AM,44.082,70.264,,,,
78,01/28/17 05:34:38 AM,43.716,70.642,,,,
79,01/28/17 06:04:38 AM,43.808,70.791,,,,
80,01/28/17 06:34:38 AM,43.990,70.978,,,,
81,01/28/17 07:04:38 AM,43.763,70.786,,,,
82,01/28/17 07:34:38 AM,43.396,70.218,,,,
83,01/28/17 08:04:38 AM,43.579,70.432,,,,
84,01/28/17 08:34:38 AM,43.716,69.805,,,,
85,01/28/17 09:04:38 AM,44.946,68.927,,,,
86,01/28/17 09:34:38 AM,46.166,68.096,,,,
87,01/28/17 10:04:38 AM,47.019,67.986,,,,
88,01/28/17 10:34:38 AM,47.064,68.246,,,,
89,01/28/17 11:04:38 AM,49.825,65.472,,,,
90,01/28/17 11:34:38 AM,52.466,63.850,,,,
91,01/28/17 12:04:38 PM,54.691,62.218,,,,
92,01/28/17 12:34:38 PM,58.109,60.223,,,,
93,01/28/17 01:04:38 PM,60.517,58.037,,,,
94,01/28/17 01:34:38 PM,60.174,58.520,,,,
95,01/28/17 02:04:38 PM,58.455,60.344,,,,
96,01/28/17 02:34:38 PM,56.599,62.043,,,,
97,01/28/17 03:04:38 PM,54.777,63.458,,,,
98,01/28/17 03:34:38 PM,53.472,66.065,,,,
99,01/28/17 04:04:38 PM,51.852,66.394,,,,
100,01/28/17 04:34:38 PM,50.092,67.563,,,,
101,01/28/17 05:04:38 PM,49.870,68.822,,,,
102,01/28/17 05:34:38 PM,46.661,76.848,,,,
103,01/28/17 06:04:38 PM,46.301,77.269,,,,
104,01/28/17 06:34:38 PM,45.851,78.301,,,,
105,01/28/17 07:04:38 PM,45.714,78.149,,,,
106,01/28/17 07:34:38 PM,45.761,78.263,,,,
107,01/28/17 08:04:38 PM,45.579,78.187,,,,
108,01/28/17 08:34:38 PM,45.217,78.846,,,,
109,01/28/17 09:04:38 PM,44.719,78.489,,,,
110,01/28/17 09:34:38 PM,44.310,79.301,,,,
111,01/28/17 10:04:38 PM,44.400,77.586,,,,
112,01/28/17 10:34:38 PM,43.900,76.006,,,,
113,01/28/17 11:04:38 PM,43.259,76.013,,,,
114,01/28/17 11:34:38 PM,42.708,76.518,,,,
115,01/29/17 12:04:38 AM,42.386,77.534,,,,
116,01/29/17 12:34:38 AM,42.341,78.040,,,,
117,01/29/17 01:04:38 AM,42.341,79.275,,,,
118,01/29/17 01:34:38 AM,42.386,79.334,,,,
119,01/29/17 02:04:38 AM,42.156,79.038,,,,
120,01/29/17 02:34:38 AM,42.202,79.578,,,,
121,01/29/17 03:04:38 AM,42.341,79.916,,,,
122,01/29/17 03:34:38 AM,42.386,80.188,,,,
123,01/29/17 04:04:38 AM,42.017,80.621,,,,
124,01/29/17 04:34:38 AM,42.156,79.626,,,,
125,01/29/17 05:04:38 AM,41.925,80.184,,,,
126,01/29/17 05:34:38 AM,41.787,79.634,,,,
127,01/29/17 06:04:38 AM,41.601,79.958,,,,
128,01/29/17 06:34:38 AM,41.463,79.274,,,,
129,01/29/17 07:04:38 AM,41.230,79.725,,,,
130,01/29/17 07:34:38 AM,41.277,79.678,,,,
131,01/29/17 08:04:38 AM,41.693,79.169,,,,
132,01/29/17 08:34:38 AM,43.214,75.980,,,,
133,01/29/17 09:04:38 AM,45.262,73.199,,,,
134,01/29/17 09:34:38 AM,50.445,65.678,,,,
135,01/29/17 10:04:38 AM,61.290,52.525,,,,
136,01/29/17 10:34:38 AM,67.199,34.086,,,,
137,01/29/17 11:04:38 AM,64.674,48.147,,,,
138,01/29/17 11:34:38 AM,67.285,32.836,,,,
139,01/29/17 12:04:38 PM,64.418,49.162,,,,
140,01/29/17 12:34:38 PM,64.803,52.522,,,,
141,01/29/17 01:04:38 PM,65.188,52.459,,,,
142,01/29/17 01:34:38 PM,63.005,55.637,,,,
143,01/29/17 02:04:38 PM,63.518,56.961,,,,
144,01/29/17 02:34:38 PM,60.948,58.286,,,,
145,01/29/17 03:04:38 PM,57.376,61.790,,,,
146,01/29/17 03:34:38 PM,54.734,65.582,,,,
147,01/29/17 04:04:38 PM,55.690,68.769,,,,
148,01/29/17 04:34:38 PM,53.427,74.506,,,,
149,01/29/17 05:04:38 PM,51.148,76.025,,,,
150,01/29/17 05:34:38 PM,49.116,76.890,,,,
151,01/29/17 06:04:38 PM,47.959,77.547,,,,
152,01/29/17 06:34:38 PM,47.467,76.943,,,,
153,01/29/17 07:04:38 PM,46.841,76.842,,,,
154,01/29/17 07:34:38 PM,46.526,76.176,,,,
155,01/29/17 08:04:38 PM,45.986,75.565,,,,
156,01/29/17 08:34:38 PM,44.991,76.488,,,,
157,01/29/17 09:04:38 PM,44.310,77.900,,,,
158,01/29/17 09:34:38 PM,43.990,77.510,,,,
159,01/29/17 10:04:38 PM,43.900,77.931,,,,
160,01/29/17 10:34:38 PM,43.900,77.742,,,,
161,01/29/17 11:04:38 PM,43.396,77.952,,,,
162,01/29/17 11:34:38 PM,42.341,78.309,,,,
163,01/30/17 12:04:38 AM,42.663,78.563,,,,
164,01/30/17 12:34:38 AM,42.847,78.612,,,,
165,01/30/17 01:04:38 AM,42.386,78.798,,,,
166,01/30/17 01:34:38 AM,43.167,79.001,,,,
167,01/30/17 02:04:38 AM,43.351,78.243,,,,
168,01/30/17 02:34:38 AM,43.259,77.287,,,,
169,01/30/17 03:04:38 AM,43.900,77.634,,,,
170,01/30/17 03:34:38 AM,44.082,77.818,,,,
171,01/30/17 04:04:38 AM,43.808,77.677,,,,
172,01/30/17 04:34:38 AM,43.900,77.120,,,,
173,01/30/17 05:04:38 AM,43.853,77.412,,,,
174,01/30/17 05:34:38 AM,43.716,77.450,,,,
175,01/30/17 06:04:38 AM,43.488,76.827,,,,
176,01/30/17 06:34:38 AM,43.075,76.561,,,,
177,01/30/17 07:04:38 AM,42.847,75.910,,,,
178,01/30/17 07:34:38 AM,42.341,75.905,,,,
179,01/30/17 08:04:38 AM,42.708,75.050,,,,
180,01/30/17 08:34:38 AM,43.214,71.947,,,,
181,01/30/17 09:04:38 AM,45.761,67.318,,,,
182,01/30/17 09:34:38 AM,48.850,66.293,,,,
183,01/30/17 10:04:38 AM,48.405,67.903,,,,
184,01/30/17 10:34:38 AM,50.047,66.414,,,,
185,01/30/17 11:04:38 AM,53.994,61.153,,,,
186,01/30/17 11:34:38 AM,51.852,63.354,,,,
187,01/30/17 12:04:38 PM,52.729,60.978,,,,
188,01/30/17 12:34:38 PM,50.092,62.488,,,,
189,01/30/17 01:04:38 PM,57.247,55.071,,,,
190,01/30/17 01:34:38 PM,62.661,49.315,,,,
191,01/30/17 02:04:38 PM,55.863,55.862,,,,
192,01/30/17 02:34:38 PM,57.074,53.629,,,,
193,01/30/17 03:04:38 PM,56.295,55.808,,,,
194,01/30/17 03:34:38 PM,57.636,54.314,,,,
195,01/30/17 04:04:38 PM,53.209,60.255,,,,
196,01/30/17 04:34:38 PM,50.002,63.729,,,,
197,01/30/17 05:04:38 PM,47.064,67.509,,,,
198,01/30/17 05:34:38 PM,44.719,71.503,,,,
199,01/30/17 06:04:38 PM,43.259,72.864,,,,
200,01/30/17 06:34:38 PM,42.433,74.144,,,,
201,01/30/17 07:04:38 PM,41.878,75.498,,,,
202,01/30/17 07:34:38 PM,41.416,77.660,,,,
203,01/30/17 08:04:38 PM,41.090,79.228,,,,
204,01/30/17 08:34:38 PM,39.454,78.788,,,,
205,01/30/17 09:04:38 PM,37.656,78.594,,,,
206,01/30/17 09:34:38 PM,36.651,77.568,,,,
207,01/30/17 10:04:38 PM,36.361,78.224,,,,
208,01/30/17 10:34:38 PM,37.846,79.095,,,,
209,01/30/17 11:04:38 PM,38.606,79.719,,,,
210,01/30/17 11:34:38 PM,39.454,80.301,,,,
211,01/31/17 12:04:38 AM,39.736,80.548,,,,
212,01/31/17 12:34:38 AM,39.783,81.715,,,,
213,01/31/17 01:04:38 AM,40.111,81.150,,,,
214,01/31/17 01:34:38 AM,41.322,82.490,,,,
215,01/31/17 02:04:38 AM,42.064,83.348,,,,
216,01/31/17 02:34:38 AM,42.247,82.951,,,,
217,01/31/17 03:04:38 AM,42.247,82.978,,,,
218,01/31/17 03:34:38 AM,42.109,82.697,,,,
219,01/31/17 04:04:38 AM,41.554,83.046,,,,
220,01/31/17 04:34:38 AM,41.137,81.914,,,,
221,01/31/17 05:04:38 AM,40.998,82.054,,,,
222,01/31/17 05:34:38 AM,40.998,82.159,,,,
223,01/31/17 06:04:38 AM,41.184,82.157,,,,
224,01/31/17 06:34:38 AM,41.416,82.450,,,,
225,01/31/17 07:04:38 AM,41.740,82.544,,,,
226,01/31/17 07:34:38 AM,41.925,82.726,,,,
227,01/31/17 08:04:38 AM,42.433,82.896,,,,
228,01/31/17 08:34:38 AM,43.075,82.081,,,,
229,01/31/17 09:04:38 AM,43.579,81.827,,,,
230,01/31/17 09:34:38 AM,44.627,80.680,,,,
231,01/31/17 10:04:38 AM,46.166,78.691,,,,
232,01/31/17 10:34:38 AM,49.338,74.433,,,,
233,01/31/17 11:04:38 AM,50.709,73.976,,,,
234,01/31/17 11:34:38 AM,50.929,73.890,,,,
235,01/31/17 12:04:38 PM,51.544,72.980,,,,
236,01/31/17 12:34:38 PM,53.865,70.720,,,,
237,01/31/17 01:04:38 PM,54.255,70.705,,,,
238,01/31/17 01:34:38 PM,55.733,69.634,,,,
239,01/31/17 02:04:38 PM,54.082,71.849,,,,
240,01/31/17 02:34:38 PM,52.378,74.387,,,,
241,01/31/17 03:04:38 PM,51.370,75.330,,,,
242,01/31/17 03:34:38 PM,51.062,75.572,,,,
243,01/31/17 04:04:38 PM,50.002,77.241,,,,
244,01/31/17 04:34:38 PM,49.471,78.600,,,,
245,01/31/17 05:04:38 PM,49.073,79.667,,,,
246,01/31/17 05:34:38 PM,48.049,81.616,,,,
247,01/31/17 06:04:38 PM,46.931,82.970,,,,
248,01/31/17 06:34:38 PM,46.346,84.035,,,,
249,01/31/17 07:04:38 PM,46.391,84.489,,,,
250,01/31/17 07:34:38 PM,46.706,83.658,,,,
251,01/31/17 08:04:38 PM,46.616,82.371,,,,
252,01/31/17 08:34:38 PM,46.436,82.774,,,,
253,01/31/17 09:04:38 PM,46.166,83.720,,,,
254,01/31/17 09:34:38 PM,46.256,83.864,,,,
255,01/31/17 10:04:38 PM,46.166,84.117,,,,
256,01/31/17 10:34:38 PM,45.851,84.498,,,,
257,01/31/17 11:04:38 PM,45.896,85.345,,,,
258,01/31/17 11:34:38 PM,46.166,84.697,,,,
259,02/01/17 12:04:38 AM,46.346,85.168,,,,
260,02/01/17 12:34:38 AM,46.121,85.112,,,,
261,02/01/17 01:04:38 AM,45.896,84.662,,,,
262,02/01/17 01:34:38 AM,45.624,84.284,,,,
263,02/01/17 02:04:38 AM,45.714,84.164,,,,
264,02/01/17 02:34:38 AM,45.217,83.888,,,,
265,02/01/17 03:04:38 AM,45.127,84.876,,,,
266,02/01/17 03:34:38 AM,44.809,85.071,,,,
267,02/01/17 04:04:38 AM,44.355,85.246,,,,
268,02/01/17 04:34:38 AM,44.355,85.455,,,,
269,02/01/17 05:04:38 AM,44.445,85.415,,,,
270,02/01/17 05:34:38 AM,44.263,85.600,,,,
271,02/01/17 06:04:38 AM,44.582,85.459,,,,
272,02/01/17 06:34:38 AM,44.445,84.603,,,,
273,02/01/17 07:04:38 AM,44.037,83.656,,,,
274,02/01/17 07:34:38 AM,43.945,84.275,,,,
275,02/01/17 08:04:38 AM,43.900,83.138,,,,
276,02/01/17 08:34:38 AM,44.082,82.368,,,,
277,02/01/17 09:04:38 AM,45.307,80.310,,,,
278,02/01/17 09:34:38 AM,46.616,78.664,,,,
279,02/01/17 10:04:38 AM,49.561,71.191,,,,
280,02/01/17 10:34:38 AM,51.501,72.863,,,,
281,02/01/17 11:04:38 AM,53.384,71.717,,,,
282,02/01/17 11:34:38 AM,49.782,76.198,,,,
283,02/01/17 12:04:38 PM,48.049,77.858,,,,
284,02/01/17 12:34:38 PM,51.413,72.488,,,,
285,02/01/17 01:04:38 PM,55.168,67.795,,,,
286,02/01/17 01:34:38 PM,59.788,63.286,,,,
287,02/01/17 02:04:38 PM,62.834,59.927,,,,
288,02/01/17 02:34:38 PM,62.319,61.231,,,,
289,02/01/17 03:04:38 PM,65.574,56.462,,,,
290,02/01/17 03:34:38 PM,61.376,63.969,,,,
291,02/01/17 04:04:38 PM,58.455,67.463,,,,
292,02/01/17 04:34:38 PM,54.909,72.477,,,,
293,02/01/17 05:04:38 PM,52.029,76.044,,,,
294,02/01/17 05:34:38 PM,49.649,79.791,,,,
295,02/01/17 06:04:38 PM,47.959,81.310,,,,
296,02/01/17 06:34:38 PM,46.841,81.919,,,,
297,02/01/17 07:04:38 PM,46.974,82.923,,,,
298,02/01/17 07:34:38 PM,46.571,82.818,,,,
299,02/01/17 08:04:38 PM,45.579,83.089,,,,
300,02/01/17 08:34:38 PM,45.624,84.231,,,,
301,02/01/17 09:04:38 PM,46.121,84.849,,,,
302,02/01/17 09:34:38 PM,46.256,84.814,,,,
303,02/01/17 10:04:38 PM,46.391,84.357,,,,
304,02/01/17 10:34:38 PM,46.391,83.829,,,,
305,02/01/17 11:04:38 PM,46.076,82.967,,,,
306,02/01/17 11:34:38 PM,45.624,82.272,,,,
307,02/02/17 12:04:38 AM,45.172,83.090,,,,
308,02/02/17 12:34:38 AM,44.946,83.140,,,,
309,02/02/17 01:04:38 AM,44.764,82.587,,,,
310,02/02/17 01:34:38 AM,44.674,82.390,,,,
311,02/02/17 02:04:38 AM,44.719,82.210,,,,
312,02/02/17 02:34:38 AM,44.355,81.766,,,,
313,02/02/17 03:04:38 AM,43.900,82.133,,,,
314,02/02/17 03:34:38 AM,43.534,82.271,,,,
315,02/02/17 04:04:38 AM,43.306,82.744,,,,
316,02/02/17 04:34:38 AM,42.939,82.882,,,,
317,02/02/17 05:04:38 AM,42.892,82.322,,,,
318,02/02/17 05:34:38 AM,43.306,83.193,,,,
319,02/02/17 06:04:38 AM,43.579,83.202,,,,
320,02/02/17 06:34:38 AM,43.351,83.067,,,,
321,02/02/17 07:04:38 AM,43.443,82.577,,,,
322,02/02/17 07:34:38 AM,42.247,80.916,,,,
323,02/02/17 08:04:38 AM,43.671,77.174,,,,
324,02/02/17 08:34:38 AM,45.806,76.774,,,,
325,02/02/17 09:04:38 AM,44.719,77.136,,,,
326,02/02/17 09:34:38 AM,48.137,74.269,,,,
327,02/02/17 10:04:38 AM,53.602,70.323,,,,
328,02/02/17 10:34:38 AM,54.820,67.558,,,,
329,02/02/17 11:04:38 AM,51.413,70.261,,,,
330,02/02/17 11:34:38 AM,51.325,70.081,,,,
331,02/02/17 12:04:38 PM,56.728,59.474,,,,
332,02/02/17 12:34:38 PM,70.630,36.177,,,,
333,02/02/17 01:04:38 PM,61.677,49.118,,,,
334,02/02/17 01:34:38 PM,71.017,31.593,,,,
335,02/02/17 02:04:38 PM,70.974,29.852,,,,
336,02/02/17 02:34:38 PM,71.620,30.987,,,,
337,02/02/17 03:04:38 PM,71.231,34.031,,,,
338,02/02/17 03:34:38 PM,68.270,36.573,,,,
339,02/02/17 04:04:38 PM,68.742,42.218,,,,
340,02/02/17 04:34:38 PM,63.475,47.590,,,,
341,02/02/17 05:04:38 PM,53.951,58.573,,,,
342,02/02/17 05:34:38 PM,47.244,64.269,,,,
343,02/02/17 06:04:38 PM,43.443,69.776,,,,
344,02/02/17 06:34:38 PM,41.554,70.769,,,,
345,02/02/17 07:04:38 PM,40.719,72.909,,,,
346,02/02/17 07:34:38 PM,39.549,72.366,,,,
347,02/02/17 08:04:38 PM,38.464,72.491,,,,
348,02/02/17 08:34:38 PM,37.702,72.078,,,,
349,02/02/17 09:04:38 PM,36.986,72.298,,,,
350,02/02/17 09:34:38 PM,36.217,73.380,,,,
351,02/02/17 10:04:38 PM,35.103,73.766,,,,
352,02/02/17 10:34:38 PM,34.468,73.747,,,,
353,02/02/17 11:04:38 PM,33.879,73.464,,,,
354,02/02/17 11:34:38 PM,33.386,73.596,,,,
355,02/03/17 12:04:38 AM,32.841,74.017,,,,
356,02/03/17 12:34:38 AM,32.491,74.030,,,,
357,02/03/17 01:04:38 AM,32.092,74.144,,,,
358,02/03/17 01:34:38 AM,31.642,73.985,,,,
359,02/03/17 02:04:38 AM,31.289,73.596,,,,
360,02/03/17 02:34:38 AM,31.037,73.353,,,,
361,02/03/17 03:04:38 AM,30.783,74.179,,,,
362,02/03/17 03:34:38 AM,30.580,73.488,,,,
363,02/03/17 04:04:38 AM,30.429,73.363,,,,
364,02/03/17 04:34:38 AM,30.276,74.147,,,,
365,02/03/17 05:04:38 AM,30.276,73.693,,,,
366,02/03/17 05:34:38 AM,30.276,74.467,,,,
367,02/03/17 06:04:38 AM,30.936,75.209,,,,
368,02/03/17 06:34:38 AM,30.987,74.336,,,,
369,02/03/17 07:04:38 AM,31.692,75.750,,,,
370,02/03/17 07:34:38 AM,32.491,75.925,,,,
371,02/03/17 08:04:38 AM,33.633,74.886,,,,
372,02/03/17 08:34:38 AM,35.249,70.630,,,,
373,02/03/17 09:04:38 AM,39.830,66.260,,,,
374,02/03/17 09:34:38 AM,48.717,53.318,,,,
375,02/03/17 10:04:38 AM,53.078,53.883,,,,
376,02/03/17 10:34:38 AM,54.212,54.609,,,,
377,02/03/17 11:04:38 AM,59.315,50.091,,,,
378,02/03/17 11:34:38 AM,60.948,50.802,,,,
379,02/03/17 12:04:38 PM,59.702,52.309,,,,
380,02/03/17 12:34:38 PM,60.217,50.870,,,,
381,02/03/17 01:04:38 PM,60.733,49.918,,,,
382,02/03/17 01:34:38 PM,57.765,54.598,,,,
383,02/03/17 02:04:38 PM,58.023,52.667,,,,
384,02/03/17 02:34:38 PM,55.256,57.103,,,,
385,02/03/17 03:04:38 PM,52.335,59.881,,,,
386,02/03/17 03:34:38 PM,50.311,61.458,,,,
387,02/03/17 04:04:38 PM,49.116,62.570,,,,
388,02/03/17 04:34:38 PM,47.781,63.572,,,,
389,02/03/17 05:04:38 PM,44.674,67.178,,,,
390,02/03/17 05:34:38 PM,41.277,68.708,,,,
391,02/03/17 06:04:38 PM,38.748,70.518,,,,
392,02/03/17 06:34:38 PM,36.891,72.015,,,,
393,02/03/17 07:04:38 PM,36.986,71.643,,,,
394,02/03/17 07:34:38 PM,35.541,70.361,,,,
395,02/03/17 08:04:38 PM,34.664,73.230,,,,
396,02/03/17 08:34:38 PM,35.395,76.937,,,,
397,02/03/17 09:04:38 PM,34.419,80.092,,,,
398,02/03/17 09:34:38 PM,33.978,77.668,,,,
399,02/03/17 10:04:38 PM,32.193,75.198,,,,
400,02/03/17 10:34:38 PM,30.020,77.502,,,,
401,02/03/17 11:04:38 PM,29.149,77.605,,,,
402,02/03/17 11:34:38 PM,28.425,78.716,,,,
403,02/04/17 12:04:38 AM,27.799,77.545,,,,
404,02/04/17 12:34:38 AM,27.694,79.403,,,,
405,02/04/17 01:04:38 AM,28.060,77.942,,,,
406,02/04/17 01:34:38 AM,27.694,77.349,,,,
407,02/04/17 02:04:38 AM,26.589,78.176,,,,
408,02/04/17 02:34:38 AM,26.058,77.175,,,,
409,02/04/17 03:04:38 AM,25.471,78.219,,,,
410,02/04/17 03:34:38 AM,25.147,77.635,,,,
411,02/04/17 04:04:38 AM,24.933,77.686,,,,
412,02/04/17 04:34:38 AM,24.553,78.595,,,,
413,02/04/17 05:04:38 AM,24.391,78.110,,,,
414,02/04/17 05:34:38 AM,24.337,76.157,,,,
415,02/04/17 06:04:38 AM,24.228,76.509,,,,
416,02/04/17 06:34:38 AM,23.846,77.681,,,,
417,02/04/17 07:04:38 AM,23.846,77.034,,,,
418,02/04/17 07:34:38 AM,24.174,74.962,,,,
419,02/04/17 08:04:38 AM,29.970,65.586,,,,
420,02/04/17 08:34:38 AM,36.505,54.269,,,,
421,02/04/17 09:04:38 AM,42.616,50.763,,,,
422,02/04/17 09:34:38 AM,49.737,45.658,,,,
423,02/04/17 10:04:38 AM,55.213,42.848,,,,
424,02/04/17 10:34:38 AM,60.517,43.700,,,,
425,02/04/17 11:04:38 AM,64.418,36.229,,,,
426,02/04/17 11:34:38 AM,65.916,44.946,,,,
427,02/04/17 12:04:38 PM,65.188,33.784,,,,
428,02/04/17 12:34:38 PM,67.627,30.964,,,,
429,02/04/17 01:04:38 PM,66.857,31.093,,,,
430,02/04/17 01:34:38 PM,71.577,35.405,,,,
431,02/04/17 02:04:38 PM,69.343,39.310,,,,
432,02/04/17 02:34:38 PM,71.620,44.334,,,,
433,02/04/17 03:04:38 PM,71.060,48.224,,,,
434,02/04/17 03:34:38 PM,66.087,53.582,,,,
435,02/04/17 04:04:38 PM,60.089,60.491,,,,
436,02/04/17 04:34:38 PM,55.125,67.819,,,,
437,02/04/17 05:04:38 PM,50.841,71.639,,,,
438,02/04/17 05:34:38 PM,47.512,74.392,,,,
439,02/04/17 06:04:38 PM,44.355,75.623,,,,
440,02/04/17 06:34:38 PM,42.847,77.238,,,,
441,02/04/17 07:04:38 PM,41.277,76.997,,,,
442,02/04/17 07:34:38 PM,41.601,77.521,,,,
443,02/04/17 08:04:38 PM,40.719,76.931,,,,
444,02/04/17 08:34:38 PM,40.345,78.095,,,,
445,02/04/17 09:04:38 PM,40.438,78.721,,,,
446,02/04/17 09:34:38 PM,40.811,78.980,,,,
447,02/04/17 10:04:38 PM,40.298,78.223,,,,
448,02/04/17 10:34:38 PM,40.532,78.599,,,,
449,02/04/17 11:04:38 PM,39.031,77.588,,,,
450,02/04/17 11:34:38 PM,38.606,77.991,,,,
451,02/05/17 12:04:38 AM,38.700,78.083,,,,
452,02/05/17 12:34:38 AM,39.643,79.503,,,,
453,02/05/17 01:04:38 AM,39.267,78.311,,,,
454,02/05/17 01:34:38 AM,39.360,79.335,,,,
455,02/05/17 02:04:38 AM,39.970,79.835,,,,
456,02/05/17 02:34:38 AM,40.672,80.108,,,,
457,02/05/17 03:04:38 AM,41.137,81.253,,,,
458,02/05/17 03:34:38 AM,41.322,81.726,,,,
459,02/05/17 04:04:38 AM,41.601,82.210,,,,
460,02/05/17 04:34:38 AM,41.925,82.251,,,,
461,02/05/17 05:04:38 AM,42.017,82.131,,,,
462,02/05/17 05:34:38 AM,42.294,82.140,,,,
463,02/05/17 06:04:38 AM,42.433,81.999,,,,
464,02/05/17 06:34:38 AM,42.341,81.723,,,,
465,02/05/17 07:04:38 AM,42.433,82.237,,,,
466,02/05/17 07:34:38 AM,42.800,81.171,,,,
467,02/05/17 08:04:38 AM,43.351,80.655,,,,
468,02/05/17 08:34:38 AM,44.400,78.505,,,,
469,02/05/17 09:04:38 AM,45.714,76.273,,,,
